Time[s], SCL, SDA
0.000229937500000, 1, 0
0.000230625000000, 0, 0
0.000231250000000, 1, 0
0.000231937500000, 0, 0
0.000232562500000, 1, 0
0.000233250000000, 0, 0
0.000233875000000, 1, 0
0.000234562500000, 0, 0
0.000234718750000, 0, 1
0.000240000000000, 0, 0
0.000240437500000, 1, 0
0.000241125000000, 0, 0
0.000241750000000, 1, 0
0.000242437500000, 0, 0
0.000242781250000, 0, 1
0.000243031250000, 1, 1
0.000243750000000, 0, 1
0.000244125000000, 0, 0
0.000244375000000, 1, 0
0.000245062500000, 0, 0
0.000245687500000, 1, 0
0.000246375000000, 0, 0
0.000247000000000, 1, 0
0.000247687500000, 0, 0
0.000248312500000, 1, 0
0.000249000000000, 0, 0
0.000249625000000, 1, 0
0.000250312500000, 0, 0
0.000250937500000, 1, 0
0.000251625000000, 0, 0
0.000251781250000, 0, 1
0.000251937500000, 0, 0
0.000256875000000, 1, 0
0.000257562500000, 0, 0
0.000258187500000, 1, 0
0.000258875000000, 0, 0
0.000259500000000, 1, 0
0.000260187500000, 0, 0
0.000260812500000, 1, 0
0.000261500000000, 0, 0
0.000262125000000, 1, 0
0.000262812500000, 0, 0
0.000263437500000, 1, 0
0.000264125000000, 0, 0
0.000264750000000, 1, 0
0.000265437500000, 0, 0
0.000266062500000, 1, 0
0.000266750000000, 0, 0
0.000267375000000, 1, 0
0.000268062500000, 0, 0
0.000268218750000, 0, 1
0.000268375000000, 0, 0
0.000273000000000, 1, 0
0.000274093750000, 1, 1
0.000291062500000, 1, 0
0.000291750000000, 0, 0
0.000296718750000, 0, 1
0.000296843750000, 1, 1
0.000297562500000, 0, 1
0.000297937500000, 0, 0
0.000298187500000, 1, 0
0.000298875000000, 0, 0
0.000299218750000, 0, 1
0.000299468750000, 1, 1
0.000300187500000, 0, 1
0.000300562500000, 0, 0
0.000300812500000, 1, 0
0.000301500000000, 0, 0
0.000302125000000, 1, 0
0.000302812500000, 0, 0
0.000303437500000, 1, 0
0.000304125000000, 0, 0
0.000304750000000, 1, 0
0.000305437500000, 0, 0
0.000305781250000, 0, 1
0.000306031250000, 1, 1
0.000306750000000, 0, 1
0.000306968750000, 0, 0
0.000307375000000, 1, 0
0.000308062500000, 0, 0
0.000308218750000, 0, 1
0.000312875000000, 1, 1
0.000313562500000, 0, 1
0.000313781250000, 0, 0
0.000314187500000, 1, 0
0.000314875000000, 0, 0
0.000315031250000, 0, 1
0.000315500000000, 1, 1
0.000316187500000, 0, 1
0.000316406250000, 0, 0
0.000316812500000, 1, 0
0.000317500000000, 0, 0
0.000318125000000, 1, 0
0.000318812500000, 0, 0
0.000318968750000, 0, 1
0.000319406250000, 1, 1
0.000320125000000, 0, 1
0.000320343750000, 0, 0
0.000320750000000, 1, 0
0.000321437500000, 0, 0
0.000321593750000, 0, 1
0.000322031250000, 1, 1
0.000322750000000, 0, 1
0.000323375000000, 1, 1
0.000324062500000, 0, 1
0.000330062500000, 0, 0
0.000330250000000, 1, 0
0.000331343750000, 1, 1
0.000884531250000, 1, 0
0.000885250000000, 0, 0
0.000890218750000, 0, 1
0.000890343750000, 1, 1
0.000891031250000, 0, 1
0.000891406250000, 0, 0
0.000891656250000, 1, 0
0.000892343750000, 0, 0
0.000892718750000, 0, 1
0.000892968750000, 1, 1
0.000893656250000, 0, 1
0.000894031250000, 0, 0
0.000894281250000, 1, 0
0.000894968750000, 0, 0
0.000895593750000, 1, 0
0.000896281250000, 0, 0
0.000896906250000, 1, 0
0.000897593750000, 0, 0
0.000898218750000, 1, 0
0.000898906250000, 0, 0
0.000899531250000, 1, 0
0.000900218750000, 0, 0
0.000900843750000, 1, 0
0.000901531250000, 0, 0
0.000901718750000, 0, 1
0.000906906250000, 0, 0
0.000907343750000, 1, 0
0.000908031250000, 0, 0
0.000908656250000, 1, 0
0.000909343750000, 0, 0
0.000909718750000, 0, 1
0.000909968750000, 1, 1
0.000910656250000, 0, 1
0.000911281250000, 1, 1
0.000911968750000, 0, 1
0.000912343750000, 0, 0
0.000912593750000, 1, 0
0.000913281250000, 0, 0
0.000913656250000, 0, 1
0.000913906250000, 1, 1
0.000914593750000, 0, 1
0.000914968750000, 0, 0
0.000915218750000, 1, 0
0.000915906250000, 0, 0
0.000916531250000, 1, 0
0.000917218750000, 0, 0
0.000917843750000, 1, 0
0.000918531250000, 0, 0
0.000918718750000, 0, 1
0.000918875000000, 0, 0
0.000923781250000, 1, 0
0.000924468750000, 0, 0
0.000924843750000, 0, 1
0.000925093750000, 1, 1
0.000925781250000, 0, 1
0.000926156250000, 0, 0
0.000926406250000, 1, 0
0.000927093750000, 0, 0
0.000927468750000, 0, 1
0.000927718750000, 1, 1
0.000928406250000, 0, 1
0.000928781250000, 0, 0
0.000929031250000, 1, 0
0.000929718750000, 0, 0
0.000930093750000, 0, 1
0.000930343750000, 1, 1
0.000931031250000, 0, 1
0.000931656250000, 1, 1
0.000932343750000, 0, 1
0.000932718750000, 0, 0
0.000932968750000, 1, 0
0.000933656250000, 0, 0
0.000934281250000, 1, 0
0.000934968750000, 0, 0
0.000935125000000, 0, 1
0.000935281250000, 0, 0
0.000940281250000, 1, 0
0.000940968750000, 0, 0
0.000941593750000, 1, 0
0.000942281250000, 0, 0
0.000942906250000, 1, 0
0.000943593750000, 0, 0
0.000944218750000, 1, 0
0.000944906250000, 0, 0
0.000945531250000, 1, 0
0.000946218750000, 0, 0
0.000946843750000, 1, 0
0.000947531250000, 0, 0
0.000948156250000, 1, 0
0.000948843750000, 0, 0
0.000949218750000, 0, 1
0.000949468750000, 1, 1
0.000950156250000, 0, 1
0.000950375000000, 0, 0
0.000950781250000, 1, 0
0.000951468750000, 0, 0
0.000951625000000, 0, 1
0.000951781250000, 0, 0
0.000956718750000, 1, 0
0.000957406250000, 0, 0
0.000958031250000, 1, 0
0.000958718750000, 0, 0
0.000959343750000, 1, 0
0.000960031250000, 0, 0
0.000960656250000, 1, 0
0.000961343750000, 0, 0
0.000961968750000, 1, 0
0.000962656250000, 0, 0
0.000963281250000, 1, 0
0.000963968750000, 0, 0
0.000964343750000, 0, 1
0.000964593750000, 1, 1
0.000965281250000, 0, 1
0.000965656250000, 0, 0
0.000965906250000, 1, 0
0.000966593750000, 0, 0
0.000967218750000, 1, 0
0.000967906250000, 0, 0
0.000968062500000, 0, 1
0.000968218750000, 0, 0
0.000973218750000, 1, 0
0.000973906250000, 0, 0
0.000974531250000, 1, 0
0.000975218750000, 0, 0
0.000975843750000, 1, 0
0.000976531250000, 0, 0
0.000977156250000, 1, 0
0.000977843750000, 0, 0
0.000978468750000, 1, 0
0.000979156250000, 0, 0
0.000979781250000, 1, 0
0.000980468750000, 0, 0
0.000980843750000, 0, 1
0.000981093750000, 1, 1
0.000981781250000, 0, 1
0.000982406250000, 1, 1
0.000983093750000, 0, 1
0.000983312500000, 0, 0
0.000983718750000, 1, 0
0.000984406250000, 0, 0
0.000984562500000, 0, 1
0.000984718750000, 0, 0
0.000989656250000, 1, 0
0.000990343750000, 0, 0
0.000990968750000, 1, 0
0.000991656250000, 0, 0
0.000992281250000, 1, 0
0.000992968750000, 0, 0
0.000993593750000, 1, 0
0.000994281250000, 0, 0
0.000994906250000, 1, 0
0.000995593750000, 0, 0
0.000995968750000, 0, 1
0.000996218750000, 1, 1
0.000996906250000, 0, 1
0.000997281250000, 0, 0
0.000997531250000, 1, 0
0.000998218750000, 0, 0
0.000998843750000, 1, 0
0.000999531250000, 0, 0
0.001000156250000, 1, 0
0.001000843750000, 0, 0
0.001001000000000, 0, 1
0.001001156250000, 0, 0
0.001006156250000, 1, 0
0.001006843750000, 0, 0
0.001007468750000, 1, 0
0.001008156250000, 0, 0
0.001008781250000, 1, 0
0.001009468750000, 0, 0
0.001010093750000, 1, 0
0.001010781250000, 0, 0
0.001011406250000, 1, 0
0.001012093750000, 0, 0
0.001012468750000, 0, 1
0.001012718750000, 1, 1
0.001013406250000, 0, 1
0.001013781250000, 0, 0
0.001014031250000, 1, 0
0.001014718750000, 0, 0
0.001015093750000, 0, 1
0.001015343750000, 1, 1
0.001016031250000, 0, 1
0.001016250000000, 0, 0
0.001016656250000, 1, 0
0.001017343750000, 0, 0
0.001017500000000, 0, 1
0.001017656250000, 0, 0
0.001022593750000, 1, 0
0.001023281250000, 0, 0
0.001023906250000, 1, 0
0.001024593750000, 0, 0
0.001025218750000, 1, 0
0.001025906250000, 0, 0
0.001026531250000, 1, 0
0.001027218750000, 0, 0
0.001027843750000, 1, 0
0.001028531250000, 0, 0
0.001028906250000, 0, 1
0.001029156250000, 1, 1
0.001029843750000, 0, 1
0.001030468750000, 1, 1
0.001031156250000, 0, 1
0.001031531250000, 0, 0
0.001031781250000, 1, 0
0.001032468750000, 0, 0
0.001033093750000, 1, 0
0.001033781250000, 0, 0
0.001033937500000, 0, 1
0.001034093750000, 0, 0
0.001039031250000, 1, 0
0.001039718750000, 0, 0
0.001040343750000, 1, 0
0.001041031250000, 0, 0
0.001041656250000, 1, 0
0.001042343750000, 0, 0
0.001042968750000, 1, 0
0.001043656250000, 0, 0
0.001044281250000, 1, 0
0.001044968750000, 0, 0
0.001045343750000, 0, 1
0.001045593750000, 1, 1
0.001046281250000, 0, 1
0.001046906250000, 1, 1
0.001047593750000, 0, 1
0.001048218750000, 1, 1
0.001048906250000, 0, 1
0.001049125000000, 0, 0
0.001049531250000, 1, 0
0.001050218750000, 0, 0
0.001050375000000, 0, 1
0.001050531250000, 0, 0
0.001055468750000, 1, 0
0.001056156250000, 0, 0
0.001056781250000, 1, 0
0.001057468750000, 0, 0
0.001058093750000, 1, 0
0.001058781250000, 0, 0
0.001059406250000, 1, 0
0.001060093750000, 0, 0
0.001060468750000, 0, 1
0.001060718750000, 1, 1
0.001061406250000, 0, 1
0.001061781250000, 0, 0
0.001062031250000, 1, 0
0.001062718750000, 0, 0
0.001063343750000, 1, 0
0.001064031250000, 0, 0
0.001064656250000, 1, 0
0.001065343750000, 0, 0
0.001065968750000, 1, 0
0.001066656250000, 0, 0
0.001066812500000, 0, 1
0.001066968750000, 0, 0
0.001071906250000, 1, 0
0.001072593750000, 0, 0
0.001073218750000, 1, 0
0.001073906250000, 0, 0
0.001074531250000, 1, 0
0.001075218750000, 0, 0
0.001075843750000, 1, 0
0.001076531250000, 0, 0
0.001076906250000, 0, 1
0.001077156250000, 1, 1
0.001077843750000, 0, 1
0.001078218750000, 0, 0
0.001078468750000, 1, 0
0.001079156250000, 0, 0
0.001079781250000, 1, 0
0.001080468750000, 0, 0
0.001080843750000, 0, 1
0.001081093750000, 1, 1
0.001081781250000, 0, 1
0.001082000000000, 0, 0
0.001082406250000, 1, 0
0.001083093750000, 0, 0
0.001083250000000, 0, 1
0.001083406250000, 0, 0
0.001088343750000, 1, 0
0.001089031250000, 0, 0
0.001089656250000, 1, 0
0.001090343750000, 0, 0
0.001090968750000, 1, 0
0.001091656250000, 0, 0
0.001092281250000, 1, 0
0.001092968750000, 0, 0
0.001093343750000, 0, 1
0.001093593750000, 1, 1
0.001094281250000, 0, 1
0.001094656250000, 0, 0
0.001094906250000, 1, 0
0.001095593750000, 0, 0
0.001095968750000, 0, 1
0.001096218750000, 1, 1
0.001096906250000, 0, 1
0.001097281250000, 0, 0
0.001097531250000, 1, 0
0.001098218750000, 0, 0
0.001098843750000, 1, 0
0.001099531250000, 0, 0
0.001099687500000, 0, 1
0.001099843750000, 0, 0
0.001104843750000, 1, 0
0.001105531250000, 0, 0
0.001106156250000, 1, 0
0.001106843750000, 0, 0
0.001107468750000, 1, 0
0.001108156250000, 0, 0
0.001108781250000, 1, 0
0.001109468750000, 0, 0
0.001109843750000, 0, 1
0.001110093750000, 1, 1
0.001110781250000, 0, 1
0.001111156250000, 0, 0
0.001111406250000, 1, 0
0.001112093750000, 0, 0
0.001112468750000, 0, 1
0.001112718750000, 1, 1
0.001113406250000, 0, 1
0.001114031250000, 1, 1
0.001114718750000, 0, 1
0.001114937500000, 0, 0
0.001115343750000, 1, 0
0.001116031250000, 0, 0
0.001116187500000, 0, 1
0.001116343750000, 0, 0
0.001121281250000, 1, 0
0.001121968750000, 0, 0
0.001122593750000, 1, 0
0.001123281250000, 0, 0
0.001123906250000, 1, 0
0.001124593750000, 0, 0
0.001125218750000, 1, 0
0.001125906250000, 0, 0
0.001126250000000, 0, 1
0.001126531250000, 1, 1
0.001127218750000, 0, 1
0.001127843750000, 1, 1
0.001128531250000, 0, 1
0.001128906250000, 0, 0
0.001129156250000, 1, 0
0.001129843750000, 0, 0
0.001130468750000, 1, 0
0.001131156250000, 0, 0
0.001131781250000, 1, 0
0.001132468750000, 0, 0
0.001132625000000, 0, 1
0.001132781250000, 0, 0
0.001137906250000, 1, 0
0.001138593750000, 0, 0
0.001139218750000, 1, 0
0.001139906250000, 0, 0
0.001140531250000, 1, 0
0.001141218750000, 0, 0
0.001141843750000, 1, 0
0.001142531250000, 0, 0
0.001142875000000, 0, 1
0.001143156250000, 1, 1
0.001143843750000, 0, 1
0.001144468750000, 1, 1
0.001145156250000, 0, 1
0.001145531250000, 0, 0
0.001145781250000, 1, 0
0.001146468750000, 0, 0
0.001146812500000, 0, 1
0.001147062500000, 1, 1
0.001147781250000, 0, 1
0.001148000000000, 0, 0
0.001148406250000, 1, 0
0.001149093750000, 0, 0
0.001149250000000, 0, 1
0.001149406250000, 0, 0
0.001154343750000, 1, 0
0.001155031250000, 0, 0
0.001155656250000, 1, 0
0.001156343750000, 0, 0
0.001156968750000, 1, 0
0.001157656250000, 0, 0
0.001158281250000, 1, 0
0.001158968750000, 0, 0
0.001159312500000, 0, 1
0.001159593750000, 1, 1
0.001160281250000, 0, 1
0.001160906250000, 1, 1
0.001161593750000, 0, 1
0.001162218750000, 1, 1
0.001162906250000, 0, 1
0.001163281250000, 0, 0
0.001163531250000, 1, 0
0.001164218750000, 0, 0
0.001164843750000, 1, 0
0.001165531250000, 0, 0
0.001165687500000, 0, 1
0.001165843750000, 0, 0
0.001170781250000, 1, 0
0.001171468750000, 0, 0
0.001172093750000, 1, 0
0.001172781250000, 0, 0
0.001173406250000, 1, 0
0.001174093750000, 0, 0
0.001174718750000, 1, 0
0.001175406250000, 0, 0
0.001175750000000, 0, 1
0.001176000000000, 1, 1
0.001176718750000, 0, 1
0.001177343750000, 1, 1
0.001178031250000, 0, 1
0.001178656250000, 1, 1
0.001179343750000, 0, 1
0.001179968750000, 1, 1
0.001180656250000, 0, 1
0.001180875000000, 0, 0
0.001181281250000, 1, 0
0.001181968750000, 0, 0
0.001182125000000, 0, 1
0.001182281250000, 0, 0
0.001187281250000, 1, 0
0.001187968750000, 0, 0
0.001188593750000, 1, 0
0.001189281250000, 0, 0
0.001189906250000, 1, 0
0.001190593750000, 0, 0
0.001190937500000, 0, 1
0.001191187500000, 1, 1
0.001191906250000, 0, 1
0.001192281250000, 0, 0
0.001192531250000, 1, 0
0.001193218750000, 0, 0
0.001193843750000, 1, 0
0.001194531250000, 0, 0
0.001195156250000, 1, 0
0.001195843750000, 0, 0
0.001196468750000, 1, 0
0.001197156250000, 0, 0
0.001197781250000, 1, 0
0.001198468750000, 0, 0
0.001198625000000, 0, 1
0.001198781250000, 0, 0
0.001203406250000, 1, 0
0.001204500000000, 1, 1
0.006254437500000, 1, 0
0.006255125000000, 0, 0
0.006260156250000, 0, 1
0.006260281250000, 1, 1
0.006261000000000, 0, 1
0.006261375000000, 0, 0
0.006261593750000, 1, 0
0.006262312500000, 0, 0
0.006262656250000, 0, 1
0.006262906250000, 1, 1
0.006263625000000, 0, 1
0.006264000000000, 0, 0
0.006264218750000, 1, 0
0.006264937500000, 0, 0
0.006265531250000, 1, 0
0.006266250000000, 0, 0
0.006266843750000, 1, 0
0.006267562500000, 0, 0
0.006268156250000, 1, 0
0.006268875000000, 0, 0
0.006269468750000, 1, 0
0.006270187500000, 0, 0
0.006270781250000, 1, 0
0.006271500000000, 0, 0
0.006271656250000, 0, 1
0.006276875000000, 0, 0
0.006277281250000, 1, 0
0.006278000000000, 0, 0
0.006278593750000, 1, 0
0.006279312500000, 0, 0
0.006279656250000, 0, 1
0.006279906250000, 1, 1
0.006280625000000, 0, 1
0.006281218750000, 1, 1
0.006281937500000, 0, 1
0.006282312500000, 0, 0
0.006282531250000, 1, 0
0.006283250000000, 0, 0
0.006283593750000, 0, 1
0.006283843750000, 1, 1
0.006284562500000, 0, 1
0.006284937500000, 0, 0
0.006285156250000, 1, 0
0.006285875000000, 0, 0
0.006286468750000, 1, 0
0.006287187500000, 0, 0
0.006287781250000, 1, 0
0.006288500000000, 0, 0
0.006288656250000, 0, 1
0.006288812500000, 0, 0
0.006293718750000, 1, 0
0.006294437500000, 0, 0
0.006294781250000, 0, 1
0.006295031250000, 1, 1
0.006295750000000, 0, 1
0.006296125000000, 0, 0
0.006296343750000, 1, 0
0.006297062500000, 0, 0
0.006297406250000, 0, 1
0.006297656250000, 1, 1
0.006298375000000, 0, 1
0.006298750000000, 0, 0
0.006298968750000, 1, 0
0.006299687500000, 0, 0
0.006300031250000, 0, 1
0.006300281250000, 1, 1
0.006301000000000, 0, 1
0.006301593750000, 1, 1
0.006302312500000, 0, 1
0.006302687500000, 0, 0
0.006302906250000, 1, 0
0.006303625000000, 0, 0
0.006304218750000, 1, 0
0.006304937500000, 0, 0
0.006305093750000, 0, 1
0.006305250000000, 0, 0
0.006309906250000, 1, 0
0.006311031250000, 1, 1
0.006328000000000, 1, 0
0.006328687500000, 0, 0
0.006333718750000, 0, 1
0.006333843750000, 1, 1
0.006334562500000, 0, 1
0.006334906250000, 0, 0
0.006335156250000, 1, 0
0.006335875000000, 0, 0
0.006336218750000, 0, 1
0.006336468750000, 1, 1
0.006337187500000, 0, 1
0.006337531250000, 0, 0
0.006337781250000, 1, 0
0.006338500000000, 0, 0
0.006339093750000, 1, 0
0.006339812500000, 0, 0
0.006340406250000, 1, 0
0.006341125000000, 0, 0
0.006341718750000, 1, 0
0.006342437500000, 0, 0
0.006342781250000, 0, 1
0.006343031250000, 1, 1
0.006343750000000, 0, 1
0.006343968750000, 0, 0
0.006344343750000, 1, 0
0.006345062500000, 0, 0
0.006350031250000, 1, 0
0.006350750000000, 0, 0
0.006351343750000, 1, 0
0.006352062500000, 0, 0
0.006352656250000, 1, 0
0.006353375000000, 0, 0
0.006353968750000, 1, 0
0.006354687500000, 0, 0
0.006355281250000, 1, 0
0.006356000000000, 0, 0
0.006356593750000, 1, 0
0.006357312500000, 0, 0
0.006357906250000, 1, 0
0.006358625000000, 0, 0
0.006358781250000, 0, 1
0.006359218750000, 1, 1
0.006359937500000, 0, 1
0.006360281250000, 0, 0
0.006360531250000, 1, 0
0.006361250000000, 0, 0
0.006367406250000, 1, 0
0.006368125000000, 0, 0
0.006368718750000, 1, 0
0.006369437500000, 0, 0
0.006370031250000, 1, 0
0.006370750000000, 0, 0
0.006371343750000, 1, 0
0.006372062500000, 0, 0
0.006372656250000, 1, 0
0.006373375000000, 0, 0
0.006373968750000, 1, 0
0.006374687500000, 0, 0
0.006374843750000, 0, 1
0.006375281250000, 1, 1
0.006376000000000, 0, 1
0.006376218750000, 0, 0
0.006376593750000, 1, 0
0.006377312500000, 0, 0
0.006377468750000, 0, 1
0.006377625000000, 0, 0
0.006377906250000, 1, 0
0.006378625000000, 0, 0
0.006384718750000, 1, 0
0.006385437500000, 0, 0
0.006386031250000, 1, 0
0.006386750000000, 0, 0
0.006387343750000, 1, 0
0.006388062500000, 0, 0
0.006388656250000, 1, 0
0.006389375000000, 0, 0
0.006389968750000, 1, 0
0.006390687500000, 0, 0
0.006391281250000, 1, 0
0.006392000000000, 0, 0
0.006392156250000, 0, 1
0.006392593750000, 1, 1
0.006393312500000, 0, 1
0.006393906250000, 1, 1
0.006394593750000, 0, 1
0.006394968750000, 0, 0
0.006395218750000, 1, 0
0.006395937500000, 0, 0
0.006408531250000, 1, 0
0.006409218750000, 0, 0
0.006409843750000, 1, 0
0.006410531250000, 0, 0
0.006411156250000, 1, 0
0.006411843750000, 0, 0
0.006412468750000, 1, 0
0.006413156250000, 0, 0
0.006413781250000, 1, 0
0.006414468750000, 0, 0
0.006414656250000, 0, 1
0.006415093750000, 1, 1
0.006415781250000, 0, 1
0.006416031250000, 0, 0
0.006416406250000, 1, 0
0.006417093750000, 0, 0
0.006417718750000, 1, 0
0.006418406250000, 0, 0
0.006418593750000, 0, 1
0.006418750000000, 0, 0
0.006419031250000, 1, 0
0.006419718750000, 0, 0
0.006425906250000, 1, 0
0.006426593750000, 0, 0
0.006427218750000, 1, 0
0.006427906250000, 0, 0
0.006428531250000, 1, 0
0.006429218750000, 0, 0
0.006429843750000, 1, 0
0.006430531250000, 0, 0
0.006431156250000, 1, 0
0.006431843750000, 0, 0
0.006432031250000, 0, 1
0.006432468750000, 1, 1
0.006433156250000, 0, 1
0.006433406250000, 0, 0
0.006433781250000, 1, 0
0.006434468750000, 0, 0
0.006434656250000, 0, 1
0.006435093750000, 1, 1
0.006435781250000, 0, 1
0.006436156250000, 0, 0
0.006436406250000, 1, 0
0.006437093750000, 0, 0
0.006443218750000, 1, 0
0.006443906250000, 0, 0
0.006444531250000, 1, 0
0.006445218750000, 0, 0
0.006445843750000, 1, 0
0.006446531250000, 0, 0
0.006447156250000, 1, 0
0.006447843750000, 0, 0
0.006448468750000, 1, 0
0.006449156250000, 0, 0
0.006449343750000, 0, 1
0.006449781250000, 1, 1
0.006450468750000, 0, 1
0.006451093750000, 1, 1
0.006451781250000, 0, 1
0.006452031250000, 0, 0
0.006452406250000, 1, 0
0.006453093750000, 0, 0
0.006453281250000, 0, 1
0.006453437500000, 0, 0
0.006453718750000, 1, 0
0.006454406250000, 0, 0
0.006460531250000, 1, 0
0.006461218750000, 0, 0
0.006461843750000, 1, 0
0.006462531250000, 0, 0
0.006463156250000, 1, 0
0.006463843750000, 0, 0
0.006464468750000, 1, 0
0.006465156250000, 0, 0
0.006465781250000, 1, 0
0.006466468750000, 0, 0
0.006466656250000, 0, 1
0.006467093750000, 1, 1
0.006467781250000, 0, 1
0.006468406250000, 1, 1
0.006469093750000, 0, 1
0.006469718750000, 1, 1
0.006470406250000, 0, 1
0.006470781250000, 0, 0
0.006471031250000, 1, 0
0.006471718750000, 0, 0
0.006477906250000, 1, 0
0.006478593750000, 0, 0
0.006479218750000, 1, 0
0.006479906250000, 0, 0
0.006480531250000, 1, 0
0.006481218750000, 0, 0
0.006481843750000, 1, 0
0.006482531250000, 0, 0
0.006482718750000, 0, 1
0.006483156250000, 1, 1
0.006483843750000, 0, 1
0.006484093750000, 0, 0
0.006484468750000, 1, 0
0.006485156250000, 0, 0
0.006485781250000, 1, 0
0.006486468750000, 0, 0
0.006487093750000, 1, 0
0.006487781250000, 0, 0
0.006487968750000, 0, 1
0.006488125000000, 0, 0
0.006488406250000, 1, 0
0.006489093750000, 0, 0
0.006495281250000, 1, 0
0.006495968750000, 0, 0
0.006496593750000, 1, 0
0.006497281250000, 0, 0
0.006497906250000, 1, 0
0.006498593750000, 0, 0
0.006499218750000, 1, 0
0.006499906250000, 0, 0
0.006500093750000, 0, 1
0.006500531250000, 1, 1
0.006501218750000, 0, 1
0.006501468750000, 0, 0
0.006501843750000, 1, 0
0.006502531250000, 0, 0
0.006503156250000, 1, 0
0.006503843750000, 0, 0
0.006504031250000, 0, 1
0.006504468750000, 1, 1
0.006505156250000, 0, 1
0.006505531250000, 0, 0
0.006505781250000, 1, 0
0.006506468750000, 0, 0
0.006512593750000, 1, 0
0.006513281250000, 0, 0
0.006513906250000, 1, 0
0.006514593750000, 0, 0
0.006515218750000, 1, 0
0.006515906250000, 0, 0
0.006516531250000, 1, 0
0.006517218750000, 0, 0
0.006517406250000, 0, 1
0.006517843750000, 1, 1
0.006518531250000, 0, 1
0.006518781250000, 0, 0
0.006519156250000, 1, 0
0.006519843750000, 0, 0
0.006520031250000, 0, 1
0.006520468750000, 1, 1
0.006521156250000, 0, 1
0.006521406250000, 0, 0
0.006521781250000, 1, 0
0.006522468750000, 0, 0
0.006522656250000, 0, 1
0.006522812500000, 0, 0
0.006523093750000, 1, 0
0.006523781250000, 0, 0
0.006529906250000, 1, 0
0.006530593750000, 0, 0
0.006531218750000, 1, 0
0.006531906250000, 0, 0
0.006532531250000, 1, 0
0.006533218750000, 0, 0
0.006533843750000, 1, 0
0.006534531250000, 0, 0
0.006534718750000, 0, 1
0.006535156250000, 1, 1
0.006535843750000, 0, 1
0.006536062500000, 0, 0
0.006536468750000, 1, 0
0.006537156250000, 0, 0
0.006537343750000, 0, 1
