Time[s], FRAM SCK, FRAM SO, FRAM SI, FRAM CS
-0.100000000000000, 0, 1, 0, 1
0.000000000000000, 0, 1, 0, 0
0.000000687500000, 0, 0, 0, 0
0.000000812500000, 1, 0, 0, 0
0.000000937500000, 0, 0, 0, 0
0.000001062500000, 1, 0, 0, 0
0.000001187500000, 0, 0, 0, 0
0.000001312500000, 1, 0, 0, 0
0.000001437500000, 0, 0, 0, 0
0.000001562500000, 1, 0, 0, 0
0.000001687500000, 0, 0, 0, 0
0.000001812500000, 1, 0, 0, 0
0.000001937500000, 0, 1, 0, 0
0.000002062500000, 1, 1, 0, 0
0.000002187500000, 0, 1, 0, 0
0.000002312500000, 1, 1, 0, 0
0.000002437500000, 0, 0, 0, 0
0.000002562500000, 1, 0, 0, 0
0.000002687500000, 0, 1, 0, 0
0.000007312500000, 0, 1, 0, 1
0.000011812500000, 0, 1, 0, 0
0.000012500000000, 0, 0, 0, 0
0.000012625000000, 1, 0, 0, 0
0.000012750000000, 0, 0, 0, 0
0.000012875000000, 1, 0, 0, 0
0.000013000000000, 0, 0, 0, 0
0.000013125000000, 1, 0, 0, 0
0.000013250000000, 0, 0, 0, 0
0.000013375000000, 1, 0, 0, 0
0.000013500000000, 0, 0, 0, 0
0.000013625000000, 1, 0, 0, 0
0.000013750000000, 0, 0, 0, 0
0.000013875000000, 1, 0, 0, 0
0.000014000000000, 0, 1, 0, 0
0.000014125000000, 1, 1, 0, 0
0.000014250000000, 0, 0, 0, 0
0.000014375000000, 1, 0, 0, 0
0.000014500000000, 0, 1, 0, 0
0.000015437500000, 0, 0, 0, 0
0.000015562500000, 1, 0, 0, 0
0.000015687500000, 0, 0, 0, 0
0.000015812500000, 1, 0, 0, 0
0.000015937500000, 0, 1, 0, 0
0.000016062500000, 1, 1, 0, 0
0.000016187500000, 0, 0, 0, 0
0.000016312500000, 1, 0, 0, 0
0.000016437500000, 0, 0, 0, 0
0.000016562500000, 1, 0, 0, 0
0.000016687500000, 0, 0, 0, 0
0.000016812500000, 1, 0, 0, 0
0.000016937500000, 0, 0, 0, 0
0.000017062500000, 1, 0, 0, 0
0.000017187500000, 0, 0, 0, 0
0.000017312500000, 1, 0, 0, 0
0.000017437500000, 0, 1, 0, 0
0.000018375000000, 0, 0, 0, 0
0.000018500000000, 1, 0, 0, 0
0.000018625000000, 0, 0, 0, 0
0.000018750000000, 1, 0, 0, 0
0.000018875000000, 0, 0, 0, 0
0.000019000000000, 1, 0, 0, 0
0.000019125000000, 0, 0, 0, 0
0.000019250000000, 1, 0, 0, 0
0.000019375000000, 0, 0, 0, 0
0.000019500000000, 1, 0, 0, 0
0.000019625000000, 0, 0, 0, 0
0.000019750000000, 1, 0, 0, 0
0.000019875000000, 0, 0, 0, 0
0.000020000000000, 1, 0, 0, 0
0.000020125000000, 0, 0, 0, 0
0.000020250000000, 1, 0, 0, 0
0.000020375000000, 0, 1, 0, 0
0.000021437500000, 1, 1, 0, 0
0.000021562500000, 0, 0, 0, 0
0.000021687500000, 1, 0, 0, 0
0.000021812500000, 0, 1, 0, 0
0.000021937500000, 1, 1, 0, 0
0.000022062500000, 0, 0, 0, 0
0.000022187500000, 1, 0, 0, 0
0.000022312500000, 0, 0, 0, 0
0.000022437500000, 1, 0, 0, 0
0.000022562500000, 0, 1, 0, 0
0.000022687500000, 1, 1, 0, 0
0.000022812500000, 0, 0, 0, 0
0.000022937500000, 1, 0, 0, 0
0.000023062500000, 0, 1, 0, 0
0.000023187500000, 1, 1, 0, 0
0.000023312500000, 0, 1, 0, 0
0.000027937500000, 0, 1, 0, 1
0.000148812500000, 0, 1, 0, 0
0.000149500000000, 0, 0, 0, 0
0.000149625000000, 1, 0, 0, 0
0.000149750000000, 0, 0, 0, 0
0.000149875000000, 1, 0, 0, 0
0.000150000000000, 0, 0, 0, 0
0.000150125000000, 1, 0, 0, 0
0.000150250000000, 0, 0, 0, 0
0.000150375000000, 1, 0, 0, 0
0.000150500000000, 0, 0, 0, 0
0.000150625000000, 1, 0, 0, 0
0.000150750000000, 0, 0, 0, 0
0.000150875000000, 1, 0, 0, 0
0.000151000000000, 0, 1, 0, 0
0.000151125000000, 1, 1, 0, 0
0.000151250000000, 0, 1, 0, 0
0.000151375000000, 1, 1, 0, 0
0.000151500000000, 0, 1, 0, 0
0.000152437500000, 0, 0, 0, 0
0.000152562500000, 1, 0, 0, 0
0.000152687500000, 0, 0, 0, 0
0.000152812500000, 1, 0, 0, 0
0.000152937500000, 0, 1, 0, 0
0.000153062500000, 1, 1, 0, 0
0.000153187500000, 0, 0, 0, 0
0.000153312500000, 1, 0, 0, 0
0.000153437500000, 0, 0, 0, 0
0.000153562500000, 1, 0, 0, 0
0.000153687500000, 0, 0, 0, 0
0.000153812500000, 1, 0, 0, 0
0.000153937500000, 0, 0, 0, 0
0.000154062500000, 1, 0, 0, 0
0.000154187500000, 0, 0, 0, 0
0.000154312500000, 1, 0, 0, 0
0.000154437500000, 0, 1, 0, 0
0.000155375000000, 0, 0, 0, 0
0.000155500000000, 1, 0, 0, 0
0.000155625000000, 0, 0, 0, 0
0.000155750000000, 1, 0, 0, 0
0.000155875000000, 0, 0, 0, 0
0.000156000000000, 1, 0, 0, 0
0.000156125000000, 0, 0, 0, 0
0.000156250000000, 1, 0, 0, 0
0.000156375000000, 0, 0, 0, 0
0.000156500000000, 1, 0, 0, 0
0.000156625000000, 0, 0, 0, 0
0.000156750000000, 1, 0, 0, 0
0.000156875000000, 0, 0, 0, 0
0.000157000000000, 1, 0, 0, 0
0.000157125000000, 0, 0, 0, 0
0.000157250000000, 1, 0, 0, 0
0.000157375000000, 0, 1, 1, 0
0.000158437500000, 1, 1, 1, 0
0.000158562500000, 0, 1, 0, 0
0.000158687500000, 1, 1, 0, 0
0.000158812500000, 0, 1, 1, 0
0.000158937500000, 1, 1, 1, 0
0.000159062500000, 0, 1, 0, 0
0.000159187500000, 1, 1, 0, 0
0.000159312500000, 0, 1, 0, 0
0.000159437500000, 1, 1, 0, 0
0.000159562500000, 0, 1, 1, 0
0.000159687500000, 1, 1, 1, 0
0.000159812500000, 0, 1, 0, 0
0.000159937500000, 1, 1, 0, 0
0.000160062500000, 0, 1, 1, 0
0.000160187500000, 1, 1, 1, 0
0.000160312500000, 0, 1, 0, 0
0.000165000000000, 0, 1, 0, 1
0.000582875000000, 0, 1, 0, 0
0.000583625000000, 0, 0, 0, 0
0.000583687500000, 1, 0, 0, 0
0.000583875000000, 0, 0, 0, 0
0.000583937500000, 1, 0, 0, 0
0.000584125000000, 0, 0, 0, 0
0.000584187500000, 1, 0, 0, 0
0.000584375000000, 0, 0, 0, 0
0.000584437500000, 1, 0, 0, 0
0.000584625000000, 0, 0, 0, 0
0.000584687500000, 1, 0, 0, 0
0.000584812500000, 1, 1, 0, 0
